,status,reference,instansi
78,no,pemerintah kabupaten aceh tengah,pemerintah kabupaten aceh tenggara
79,no,pemkab aceh singkil,pemerintah kabupaten aceh tenggara
80,no,pemerintah kabupaten aceh singkil,pemerintah kabupaten aceh tenggara
81,no,pemkab aceh tengah,pemerintah kabupaten aceh tenggara
82,no,pemkab aceh barat,pemerintah kabupaten aceh tenggara
83,no,pemerintah kabupaten aceh barat,pemerintah kabupaten aceh tenggara
84,no,pemkab aceh besar,pemerintah kabupaten aceh tenggara
85,no,pemkab aceh utara,pemerintah kabupaten aceh tenggara
86,no,pemerintah kabupaten aceh utara,pemerintah kabupaten aceh tenggara
87,no,pemerintah kabupaten aceh barat daya,pemerintah kabupaten aceh tenggara
88,no,pemerintah kabupaten aceh selatan,pemerintah kabupaten aceh tenggara
89,no,pemerintah kabupaten aceh besar,pemerintah kabupaten aceh tenggara
90,yes,pemkab aceh tenggara,pemerintah kabupaten aceh tenggara
91,no,pemerintah kota banda aceh,pemerintah kabupaten aceh tenggara
92,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kabupaten aceh tenggara
93,no,pemerintah kabupaten aceh tamiang,pemerintah kabupaten aceh tenggara
94,no,pemkab aceh tamiang,pemerintah kabupaten aceh tenggara
95,no,pemkot banda aceh,pemerintah kabupaten aceh tenggara
96,no,pemkab aceh jaya,pemerintah kabupaten aceh tenggara
97,no,pemerintah kabupaten aceh jaya,pemerintah kabupaten aceh tenggara
98,no,pemkab aceh timur,pemerintah kabupaten aceh tenggara
99,no,pemerintah kabupaten aceh timur,pemerintah kabupaten aceh tenggara
100,no,pemprov nanggroe aceh darusalam,pemerintah kabupaten aceh tenggara
101,no,pemkab aceh tamiang,pemerintah kabupaten aceh timur
102,no,pemerintah kabupaten aceh tamiang,pemerintah kabupaten aceh timur
103,no,pemkab aceh jaya,pemerintah kabupaten aceh timur
104,no,pemkab aceh barat,pemerintah kabupaten aceh timur
105,no,pemerintah kabupaten aceh singkil,pemerintah kabupaten aceh timur
106,no,pemerintah kabupaten aceh utara,pemerintah kabupaten aceh timur
107,no,pemkab aceh barat daya,pemerintah kabupaten aceh timur
108,no,pemerintah kabupaten aceh barat daya,pemerintah kabupaten aceh timur
109,no,pemkab aceh selatan,pemerintah kabupaten aceh timur
110,no,pemerintah kabupaten aceh selatan,pemerintah kabupaten aceh timur
111,no,pemkab aceh tenggara,pemerintah kabupaten aceh timur
112,no,pemerintah kabupaten aceh tenggara,pemerintah kabupaten aceh timur
113,no,pemerintah kabupaten aceh barat,pemerintah kabupaten aceh timur
114,no,pemerintah kabupaten aceh jaya,pemerintah kabupaten aceh timur
115,no,pemkab aceh utara,pemerintah kabupaten aceh timur
116,no,pemkab aceh singkil,pemerintah kabupaten aceh timur
117,no,pemkab aceh besar,pemerintah kabupaten aceh timur
118,no,pemkab aceh tengah,pemerintah kabupaten aceh timur
119,no,pemerintah kabupaten aceh tengah,pemerintah kabupaten aceh timur
120,no,pemerintah kabupaten aceh besar,pemerintah kabupaten aceh timur
121,no,pemerintah kota banda aceh,pemerintah kabupaten aceh timur
122,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kabupaten aceh timur
123,no,pemkot banda aceh,pemerintah kabupaten aceh timur
124,yes,pemkab aceh timur,pemerintah kabupaten aceh timur
125,no,pemprov nanggroe aceh darusalam,pemerintah kabupaten aceh timur
126,yes,pemkab berau,pemerintah kabupaten berau
127,no,pemkab merauke,pemerintah kabupaten berau
128,no,pemkab belu,pemerintah kabupaten berau
129,no,pemerintah kabupaten belu,pemerintah kabupaten berau
130,no,pemerintah kabupaten merauke,pemerintah kabupaten berau
131,yes,pemkab jayawijaya,pemerintah kabupaten jayawijaya
132,no,pemerintah kabupaten jayapura,pemerintah kabupaten jayawijaya
133,no,pemkab jayapura,pemerintah kabupaten jayawijaya
134,yes,pemkab kaimana,pemerintah kabupaten kaimana
135,no,bps kabupaten kaimana,pemerintah kabupaten kaimana
136,no,badan pusat statistuk kabupaten kaimana,pemerintah kabupaten kaimana
137,no,pemkab lampung timur,pemerintah kabupaten lampung tengah
138,no,pemerintah kabupaten lampung utara,pemerintah kabupaten lampung tengah
139,no,pemkab lampung utara,pemerintah kabupaten lampung tengah
140,no,pemerintah kabupaten lampung selatan,pemerintah kabupaten lampung tengah
141,no,pemkab lampung selatan,pemerintah kabupaten lampung tengah
142,no,pemerintah kota bandar lampung,pemerintah kabupaten lampung tengah
143,no,pemkot bandar lampung,pemerintah kabupaten lampung tengah
144,no,pemerintah provinsi lampung,pemerintah kabupaten lampung tengah
145,no,pemprov lampung,pemerintah kabupaten lampung tengah
146,no,pemkab lampung barat,pemerintah kabupaten lampung tengah
147,no,pemerintah kabupaten lampung timur,pemerintah kabupaten lampung tengah
148,yes,pemkab lampung tengah,pemerintah kabupaten lampung tengah
149,no,pemerintah kabupaten lampung barat,pemerintah kabupaten lampung tengah
150,yes,pemkab lingga,pemerintah kabupaten lingga
151,no,linggarjati,pemerintah kabupaten lingga
152,no,pemkab penajam paser utara,pemerintah kabupaten paser
153,no,pemerintah kabupaten penajam paser utara,pemerintah kabupaten paser
154,yes,pemkab paser,pemerintah kabupaten paser
155,no,pemkab penajam paser,pemerintah kabupaten paser
156,no,pemerintah kabupaten penajam paser,pemerintah kabupaten paser
157,yes,pemkab pringsewu,pemerintah kabupaten pringsewu
158,no,restoran pringsewu,pemerintah kabupaten pringsewu
159,yes,perum pnri,perum percetakan negara republik indonesia pnri
160,yes,perusahaan umum percetakan negara republik indonesia,perum percetakan negara republik indonesia pnri
161,no,perum percetakan uang republik indonesia peruri,perum percetakan negara republik indonesia pnri
162,no,perum kehutanan negara perhutani,perum percetakan negara republik indonesia pnri
163,yes,pt taspen persero,pt dana tabungan dan asuransi pegawai negeri   taspen persero
164,yes,pt taspen kc bengkulu,pt dana tabungan dan asuransi pegawai negeri   taspen persero
165,no,bank mandiri taspen,pt dana tabungan dan asuransi pegawai negeri   taspen persero
166,no,bank tabungan pensiunan nasional,pt dana tabungan dan asuransi pegawai negeri   taspen persero
167,yes,pt hin,pt hotel indonesia natour persero
168,yes,inna hotels and resorts,pt hotel indonesia natour persero
169,no,hotel indonesia kempinski jakarta,pt hotel indonesia natour persero
170,no,hotel indonesia,pt hotel indonesia natour persero
171,yes,pegadaian,pt pegadaian persero
172,yes,pt pegadaian area samarinda,pt pegadaian persero
173,no,pt len industri persero,pt pegadaian persero
174,no,pt pegasus honor indonesia,pt pegadaian persero
175,yes,pertani,pt pertani persero
176,yes,pt pertani,pt pertani persero
177,no,pt pertamina,pt pertani persero
178,no,pt tani hub indonesia,pt pertani persero
179,yes,pt ppa,pt perusahaan pengelola aset persero
180,yes,perusahaan pengelola aset,pt perusahaan pengelola aset persero
181,no,perusahaan pengurusan jasa kepabeanan,pt perusahaan pengelola aset persero
182,no,pt aset digital berkat,pt perusahaan pengelola aset persero
183,yes,pt ppi,pt perusahaan perdagangan indonesia
184,yes,perusahaan perdagangan indonesia,pt perusahaan perdagangan indonesia
185,no,kementerian perdagangan republik indonesia,pt perusahaan perdagangan indonesia
186,no,pt perdagangan mistico indonesia,pt perusahaan perdagangan indonesia
187,yes,pt semen baturaja,pt semen baturaja persero
188,yes,semen baturaja,pt semen baturaja persero
189,no,pt semen indonesia persero,pt semen baturaja persero
190,no,pt semen padang,pt semen baturaja persero
191,yes,pt iglas indonesia,pt iglas persero
192,yes,pt iglas,pt iglas persero
193,no,iglas,pt iglas persero
194,yes,pt industri gelas,pt iglas persero
195,yes,pt kereta api indonesia ,pt kereta api indonesia persero kai
196,yes,pt kai,pt kereta api indonesia persero kai
197,no,pt kereta api ,pt kereta api indonesia persero kai
198,no,kereta api,pt kereta api indonesia persero kai
0,yes,kementerian koperasi dan ukm,kementerian koperasi dan usaha kecil dan menengah
1,yes,kemenkopukm,kementerian koperasi dan usaha kecil dan menengah
2,no,ukm,kementerian koperasi dan usaha kecil dan menengah
3,no,usaha kecil dan menengah,kementerian koperasi dan usaha kecil dan menengah
4,yes,panrb,kementerian pendayagunaan aparatur negara dan reformasi birokrasi kem panrb
5,yes,kemen panrb,kementerian pendayagunaan aparatur negara dan reformasi birokrasi kem panrb
6,no,aparatur negara,kementerian pendayagunaan aparatur negara dan reformasi birokrasi kem panrb
7,no,aparatur sipil negara,kementerian pendayagunaan aparatur negara dan reformasi birokrasi kem panrb
8,yes,kemen pppa,kementerian pemberdayaan perempuan dan perlindungan anak
9,yes,kementerian pp  pa,kementerian pemberdayaan perempuan dan perlindungan anak
10,no,pemberdayaan perempuan,kementerian pemberdayaan perempuan dan perlindungan anak
11,no,komisi perlindungan anak indonesia,kementerian pemberdayaan perempuan dan perlindungan anak
12,yes,badan pengawas pemilu,badan pengawas pemilihan umum bawaslu
13,yes,inspektur utama badan pengawas pemilihan umum,badan pengawas pemilihan umum bawaslu
14,no,komisi pemilihan umum,badan pengawas pemilihan umum bawaslu
15,no,panitia pemilihan umum,badan pengawas pemilihan umum bawaslu
16,yes,badan pengusahaan batam bp batam,badan pengusahaan kawasan perdagangan bebas dan pelabuhan bebas batam
17,yes,bp batam,badan pengusahaan kawasan perdagangan bebas dan pelabuhan bebas batam
18,no,pemerintah kota batam,badan pengusahaan kawasan perdagangan bebas dan pelabuhan bebas batam
19,no,universitas batam,badan pengusahaan kawasan perdagangan bebas dan pelabuhan bebas batam
20,yes,bps provinsi sulawesi utara,badan pusat statistik bps
21,yes,badan pusat statistik provinsi bali,badan pusat statistik bps
22,no,bpsdm,badan pusat statistik bps
23,no,badan standardisasi nasional bsn,badan pusat statistik bps
24,yes,badan sar nasional basarnas,badan search and rescue nasional basarnas
25,yes,badan nasional pencarian dan pertolongan bnpp,badan search and rescue nasional basarnas
26,no,badan nasional penanggulangan bencana,badan search and rescue nasional basarnas
27,no,badan standardisasi nasional bsn,badan search and rescue nasional basarnas
28,yes,komisi nasional ham,komisi nasional hak asasi manusia komnas ham
29,yes,komnas ham,komisi nasional hak asasi manusia komnas ham
30,no,kementerian hukum dan hak asasi manusia,komisi nasional hak asasi manusia komnas ham
31,no,direktorat fasilitasi dan informasi ham,komisi nasional hak asasi manusia komnas ham
32,yes,komisi pemberantasan korupsi,komisi pemberantasan korupsi kpk
33,yes,kpk,komisi pemberantasan korupsi kpk
34,no,kpknl,komisi pemberantasan korupsi kpk
35,no,komisi pemilihan umum,komisi pemberantasan korupsi kpk
36,yes,lembaga administrasi negara,lembaga administrasi negara lan
37,yes,lan ri,lembaga administrasi negara lan
38,no,jurusan administrasi negara,lembaga administrasi negara lan
39,no,sekolah tinggi ilmu administrasi lembaga administrasi negara,lembaga administrasi negara lan
40,yes,perpustakaan nasional ri,perpustakaan nasional republik indonesia perpusnas
41,yes,perpustakaan nasional republik indonesia,perpustakaan nasional republik indonesia perpusnas
42,no,dinas perpustakaan,perpustakaan nasional republik indonesia perpusnas
43,no,perpustakaan jakarta cikini,perpustakaan nasional republik indonesia perpusnas
44,yes,kkri,komisi kejaksaan republik indonesia
45,yes,komisi kejaksaan ri,komisi kejaksaan republik indonesia
46,no,kejaksaan republik indonesia,komisi kejaksaan republik indonesia
47,no,komisi kebenaran dan rekonsiliasi,komisi kejaksaan republik indonesia
48,yes,komisi penyiaran indonesia pusat,komisi penyiaran indonesia kpi
49,yes,komisi penyiaran indonesia daerah,komisi penyiaran indonesia kpi
50,no,lembaga penyiaran publik,komisi penyiaran indonesia kpi
51,no,komisi kejaksaan republik indonesia,komisi penyiaran indonesia kpi
52,yes ,dprd,dewan perwakilan rakyat daerah dprd
53,yes ,dewan perwakilan rakyat daerah,dewan perwakilan rakyat daerah dprd
54,no,dpr,dewan perwakilan rakyat daerah dprd
55,no,dpd,dewan perwakilan rakyat daerah dprd
56,no,dewan perwakilan rakyat,dewan perwakilan rakyat daerah dprd
57,no,dewan perwakilan daerah,dewan perwakilan rakyat daerah dprd
58,no,dewan,dewan perwakilan rakyat daerah dprd
59,yes,badan pengelola keuangan haji,badan pengelola keuangan haji bpkh
60,yes,bpkh,badan pengelola keuangan haji bpkh
61,no,badan pengelola keuangan,badan pengelola keuangan haji bpkh
62,no,bpk,badan pengelola keuangan haji bpkh
63,no,badan pengelola haji,badan pengelola keuangan haji bpkh
64,yes,lembaga penjamin simpanan,lembaga penjamin simpanan lps
65,yes,lps,lembaga penjamin simpanan lps
66,no,lembaga penjamin,lembaga penjamin simpanan lps
67,no,lembaga simpanan,lembaga penjamin simpanan lps
68,yes,otoritas jasa keuangan,otoritas jasa keuangan ojk
69,yes,ojk,otoritas jasa keuangan ojk
70,no,otoritas keuangan,otoritas jasa keuangan ojk
71,no,otoritas jasa,otoritas jasa keuangan ojk
72,yes,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi skk migas
73,yes,skk migas,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi skk migas
74,no,satuan kerja khusus,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi skk migas
75,no,satuan kerja khusus pelaksana kegiatan usaha,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi skk migas
76,yes,pemkot jakarta selatan,pemerintah kota jakarta selatan
77,yes,pemerintah kota administrasi jakarta selatan,pemerintah kota jakarta selatan
78,no,pemerintah kota jakarta pusat,pemerintah kota jakarta selatan
79,no,pemerintah kota jakarta barat,pemerintah kota jakarta selatan
80,yes,pemkab pohuwato,pemerintah kabupaten pohuwato
81,no,pohuwato,pemerintah kabupaten pohuwato
82,yes,pemerintah pohuwato,pemerintah kabupaten pohuwato
83,yes,pemkab muaro jambi,pemerintah kabupaten muaro jambi
84,no,muaro jambi,pemerintah kabupaten muaro jambi
85,yes,pemerintah muaro jambi,pemerintah kabupaten muaro jambi
86,yes,pemkab tanjung jabung barat,pemerintah kabupaten tanjung jabung barat
87,no,tanjung jabung barat,pemerintah kabupaten tanjung jabung barat
88,yes,pemerintah tanjung jabung barat,pemerintah kabupaten tanjung jabung barat
89,yes,pemprov jambi,pemerintah provinsi jambi
90,no,jambi,pemerintah provinsi jambi
91,yes,pemkab bandung,pemerintah kabupaten bandung
92,no,bandung,pemerintah kabupaten bandung
93,yes,pemerintah bandung,pemerintah kabupaten bandung
94,yes,pemkab bogor,pemerintah kabupaten bogor
95,no,bogor,pemerintah kabupaten bogor
96,yes,pemerintah bogor,pemerintah kabupaten bogor
97,yes,pemkab cianjur,pemerintah kabupaten cianjur
98,no,cianjur,pemerintah kabupaten cianjur
99,yes,pemerintah cianjur,pemerintah kabupaten cianjur
100,yes,pemkab garut,pemerintah kabupaten garut
101,no,garut,pemerintah kabupaten garut
102,yes,pemerintah garut,pemerintah kabupaten garut
103,yes,pemkab majalengka,pemerintah kabupaten majalengka
104,no,majalengka,pemerintah kabupaten majalengka
105,yes,pemerintah majalengka,pemerintah kabupaten majalengka
106,yes,pemkab purwakarta,pemerintah kabupaten purwakarta
107,no,purwakarta,pemerintah kabupaten purwakarta
108,yes,pemerintah purwakarta,pemerintah kabupaten purwakarta
109,yes,pemkot bogor,pemerintah kota bogor
110,no,bogor,pemerintah kota bogor
111,yes,pemkab magelang,pemerintah kabupaten magelang
112,no,magelang,pemerintah kabupaten magelang
113,yes,pemerintah magelang,pemerintah kabupaten magelang
114,yes,pemkab sragen,pemerintah kabupaten sragen
115,no,sragen,pemerintah kabupaten sragen
116,yes,pemerintah sragen,pemerintah kabupaten sragen
117,yes,pemkot pekalongan,pemerintah kota pekalongan
118,no,pekalongan,pemerintah kota pekalongan
119,yes,pemkot semarang,pemerintah kota semarang
120,no,semarang,pemerintah kota semarang
121,yes,pemkab banyuwangi,pemerintah kabupaten banyuwangi
122,no,banyuwangi,pemerintah kabupaten banyuwangi
123,yes,pemerintah banyuwangi,pemerintah kabupaten banyuwangi
124,yes,pemkab gresik,pemerintah kabupaten gresik
125,no,gresik,pemerintah kabupaten gresik
126,yes,pemerintah gresik,pemerintah kabupaten gresik
127,yes,pemkab malang,pemerintah kabupaten malang
128,no,malang,pemerintah kabupaten malang
129,yes,pemerintah malang,pemerintah kabupaten malang
130,yes,pemkab madiun,pemerintah kabupaten madiun
131,no,madiun,pemerintah kabupaten madiun
132,yes,pemerintah madiun,pemerintah kabupaten madiun
133,yes,pemkab sampang,pemerintah kabupaten sampang
134,no,sampang,pemerintah kabupaten sampang
135,yes,pemerintah sampang,pemerintah kabupaten sampang
136,yes,pemkab situbondo,pemerintah kabupaten situbondo
137,no,situbondo,pemerintah kabupaten situbondo
138,yes,pemerintah situbondo,pemerintah kabupaten situbondo
139,yes,pemkot mojokerto,pemerintah kota mojokerto
140,no,mojokerto,pemerintah kota mojokerto
141,yes,pemkab melawi,pemerintah kabupaten melawi
142,no,melawi,pemerintah kabupaten melawi
143,yes,pemerintah melawi,pemerintah kabupaten melawi
144,yes,pemkab banjar,pemerintah kabupaten banjar
145,no,banjar,pemerintah kabupaten banjar
146,yes,pemerintah banjar,pemerintah kabupaten banjar
147,yes,pemkab barito kuala,pemerintah kabupaten barito kuala
148,no,barito kuala,pemerintah kabupaten barito kuala
149,yes,pemerintah barito kuala,pemerintah kabupaten barito kuala
150,yes,pemkab kotabaru,pemerintah kabupaten kotabaru
151,no,kotabaru,pemerintah kabupaten kotabaru
152,yes,pemerintah kotabaru,pemerintah kabupaten kotabaru
153,no,pemkab aceh utara,pemerintah kabupaten aceh besar
154,no,pemprov nanggroe aceh darusalam,pemerintah kabupaten aceh besar
155,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kabupaten aceh besar
156,no,pemkot banda aceh,pemerintah kabupaten aceh besar
157,no,pemerintah kabupaten aceh utara,pemerintah kabupaten aceh besar
158,no,pemkab aceh barat daya,pemerintah kabupaten aceh besar
159,no,pemerintah kabupaten aceh barat daya,pemerintah kabupaten aceh besar
160,no,pemkab aceh tengah,pemerintah kabupaten aceh besar
161,no,pemerintah kabupaten aceh tengah,pemerintah kabupaten aceh besar
162,no,pemerintah kota banda aceh,pemerintah kabupaten aceh besar
163,no,pemerintah kabupaten aceh tenggara,pemerintah kabupaten aceh besar
164,yes,pemkab aceh besar,pemerintah kabupaten aceh besar
165,no,pemerintah kabupaten aceh tamiang,pemerintah kabupaten aceh besar
166,no,pemerintah kabupaten aceh timur,pemerintah kabupaten aceh besar
167,no,pemerintah kabupaten aceh barat,pemerintah kabupaten aceh besar
168,no,pemerintah kabupaten aceh singkil,pemerintah kabupaten aceh besar
169,no,pemkab aceh tenggara,pemerintah kabupaten aceh besar
170,no,pemkab aceh timur,pemerintah kabupaten aceh besar
171,no,pemkab aceh selatan,pemerintah kabupaten aceh besar
172,no,pemkab aceh singkil,pemerintah kabupaten aceh besar
173,no,pemerintah kabupaten aceh jaya,pemerintah kabupaten aceh besar
174,no,pemkab aceh tamiang,pemerintah kabupaten aceh besar
175,no,pemerintah kabupaten aceh selatan,pemerintah kabupaten aceh besar
176,no,pemkab aceh barat,pemerintah kabupaten aceh besar
177,no,pemkab aceh jaya,pemerintah kabupaten aceh besar
178,no,pemerintah kabupaten aceh jaya,pemerintah kabupaten aceh singkil
179,no,pemerintah kabupaten aceh tengah,pemerintah kabupaten aceh singkil
180,no,pemkab aceh tengah,pemerintah kabupaten aceh singkil
181,no,pemkab aceh jaya,pemerintah kabupaten aceh singkil
182,yes,pemkab aceh singkil,pemerintah kabupaten aceh singkil
183,no,pemkab aceh utara,pemerintah kabupaten aceh singkil
184,no,pemkot banda aceh,pemerintah kabupaten aceh singkil
185,no,pemerintah kota banda aceh,pemerintah kabupaten aceh singkil
186,no,pemkab aceh besar,pemerintah kabupaten aceh singkil
187,no,pemerintah kabupaten aceh besar,pemerintah kabupaten aceh singkil
188,no,pemkab aceh timur,pemerintah kabupaten aceh singkil
189,no,pemerintah kabupaten aceh timur,pemerintah kabupaten aceh singkil
190,no,pemkab aceh tamiang,pemerintah kabupaten aceh singkil
191,no,pemerintah kabupaten aceh tamiang,pemerintah kabupaten aceh singkil
192,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kabupaten aceh singkil
193,no,pemerintah kabupaten aceh utara,pemerintah kabupaten aceh singkil
194,no,pemkab aceh barat daya,pemerintah kabupaten aceh singkil
195,no,pemerintah kabupaten aceh barat daya,pemerintah kabupaten aceh singkil
196,no,pemprov nanggroe aceh darusalam,pemerintah kabupaten aceh singkil
197,no,pemerintah kabupaten aceh barat,pemerintah kabupaten aceh singkil
198,no,pemkab aceh selatan,pemerintah kabupaten aceh singkil
199,no,pemerintah kabupaten aceh selatan,pemerintah kabupaten aceh singkil
200,no,pemkab aceh barat,pemerintah kabupaten aceh singkil
201,no,pemerintah kabupaten aceh tenggara,pemerintah kabupaten aceh singkil
202,no,pemkab aceh tenggara,pemerintah kabupaten aceh singkil
203,no,pemkab aceh singkil,pemerintah kabupaten aceh tamiang
204,no,pemkab aceh utara,pemerintah kabupaten aceh tamiang
205,no,pemerintah kabupaten aceh singkil,pemerintah kabupaten aceh tamiang
206,no,pemerintah kabupaten aceh utara,pemerintah kabupaten aceh tamiang
207,no,pemprov nanggroe aceh darusalam,pemerintah kabupaten aceh tamiang
208,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kabupaten aceh tamiang
209,no,pemerintah kabupaten aceh besar,pemerintah kabupaten aceh tamiang
210,no,pemkab aceh besar,pemerintah kabupaten aceh tamiang
211,no,pemkab aceh tengah,pemerintah kabupaten aceh tamiang
212,no,pemerintah kabupaten aceh tengah,pemerintah kabupaten aceh tamiang
213,no,pemerintah kabupaten aceh tenggara,pemerintah kabupaten aceh tamiang
214,no,pemerintah kabupaten aceh barat,pemerintah kabupaten aceh tamiang
215,no,pemkab aceh barat,pemerintah kabupaten aceh tamiang
216,no,pemkab aceh timur,pemerintah kabupaten aceh tamiang
217,no,pemerintah kabupaten aceh timur,pemerintah kabupaten aceh tamiang
218,no,pemkab aceh barat daya,pemerintah kabupaten aceh tamiang
219,no,pemerintah kabupaten aceh barat daya,pemerintah kabupaten aceh tamiang
220,no,pemerintah kota banda aceh,pemerintah kabupaten aceh tamiang
221,no,pemkot banda aceh,pemerintah kabupaten aceh tamiang
222,no,pemkab aceh selatan,pemerintah kabupaten aceh tamiang
223,no,pemerintah kabupaten aceh selatan,pemerintah kabupaten aceh tamiang
224,no,pemkab aceh jaya,pemerintah kabupaten aceh tamiang
225,yes,pemkab aceh tamiang,pemerintah kabupaten aceh tamiang
226,no,pemkab aceh tenggara,pemerintah kabupaten aceh tamiang
227,no,pemerintah kabupaten aceh jaya,pemerintah kabupaten aceh tamiang
228,no,pemerintah kota banda aceh,pemerintah kabupaten aceh utara
229,no,pemkot banda aceh,pemerintah kabupaten aceh utara
230,no,pemkab aceh tamiang,pemerintah kabupaten aceh utara
231,no,pemkab aceh singkil,pemerintah kabupaten aceh utara
232,no,pemerintah kabupaten aceh selatan,pemerintah kabupaten aceh utara
233,no,pemerintah kabupaten aceh tamiang,pemerintah kabupaten aceh utara
234,no,pemkab aceh tengah,pemerintah kabupaten aceh utara
235,no,pemerintah kabupaten aceh tengah,pemerintah kabupaten aceh utara
236,no,pemkab aceh besar,pemerintah kabupaten aceh utara
237,no,pemkab aceh barat daya,pemerintah kabupaten aceh utara
238,no,pemerintah kabupaten aceh besar,pemerintah kabupaten aceh utara
239,no,pemerintah kabupaten aceh timur,pemerintah kabupaten aceh utara
240,no,pemkab aceh selatan,pemerintah kabupaten aceh utara
241,no,pemerintah kabupaten aceh singkil,pemerintah kabupaten aceh utara
242,no,pemerintah kabupaten aceh barat daya,pemerintah kabupaten aceh utara
243,no,pemkab aceh timur,pemerintah kabupaten aceh utara
244,no,pemkab aceh jaya,pemerintah kabupaten aceh utara
245,no,pemerintah kabupaten aceh jaya,pemerintah kabupaten aceh utara
246,no,pemkab aceh tenggara,pemerintah kabupaten aceh utara
247,no,pemprov nanggroe aceh darusalam,pemerintah kabupaten aceh utara
248,no,pemkab aceh barat,pemerintah kabupaten aceh utara
249,no,pemerintah kabupaten aceh barat,pemerintah kabupaten aceh utara
250,no,pemerintah kabupaten aceh tenggara,pemerintah kabupaten aceh utara
251,yes,pemkab aceh utara,pemerintah kabupaten aceh utara
252,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kabupaten aceh utara
253,no,pemerintah kabupaten barito selatan,pemerintah kabupaten barito timur
254,no,pemkab barito utara,pemerintah kabupaten barito timur
255,no,pemerintah kabupaten barito utara,pemerintah kabupaten barito timur
256,yes,pemkab barito timur,pemerintah kabupaten barito timur
257,no,pemkab barito selatan,pemerintah kabupaten barito timur
258,yes,pemkab bener meriah,pemerintah kabupaten bener meriah
259,no,komisi independen kabupaten bener meriah,pemerintah kabupaten bener meriah
260,no,kip kabupaten bener meriah,pemerintah kabupaten bener meriah
261,yes,pemkab flores timur,pemerintah kabupaten flores timur
262,yes,pemerintah kabupaten flores,pemerintah kabupaten flores timur
263,yes,pemkab flores,pemerintah kabupaten flores timur
264,no,pemerintah kabupaten halmahera utara,pemerintah kabupaten halmahera barat
265,no,pemkab halmahera selatan,pemerintah kabupaten halmahera barat
266,no,pemerintah kabupaten halmahera selatan,pemerintah kabupaten halmahera barat
267,no,pemerintah kabupaten halmahera tengah,pemerintah kabupaten halmahera barat
268,yes,pemkab halmahera barat,pemerintah kabupaten halmahera barat
269,no,pemkab halmahera utara,pemerintah kabupaten halmahera barat
270,no,pemkab halmahera tengah,pemerintah kabupaten halmahera barat
271,no,pemerintah kabupaten halmahera timur,pemerintah kabupaten halmahera barat
272,no,pemkab halmahera timur,pemerintah kabupaten halmahera barat
273,yes,pemkab halmahera timur,pemerintah kabupaten halmahera timur
274,no,pemerintah kabupaten halmahera selatan,pemerintah kabupaten halmahera timur
275,no,pemerintah kabupaten halmahera utara,pemerintah kabupaten halmahera timur
276,no,pemerintah kabupaten halmahera barat,pemerintah kabupaten halmahera timur
277,no,pemkab halmahera barat,pemerintah kabupaten halmahera timur
278,no,pemerintah kabupaten halmahera tengah,pemerintah kabupaten halmahera timur
279,no,pemkab halmahera tengah,pemerintah kabupaten halmahera timur
280,no,pemkab halmahera selatan,pemerintah kabupaten halmahera timur
281,no,pemkab halmahera utara,pemerintah kabupaten halmahera timur
282,no,pemerintah kabupaten jayawijaya,pemerintah kabupaten jayapura
283,no,pemkab jayawijaya,pemerintah kabupaten jayapura
284,yes,pemkab jayapura,pemerintah kabupaten jayapura
285,yes,pemkab karimun,pemerintah kabupaten karimun
286,no,karimun jawa,pemerintah kabupaten karimun
287,no,bps kabupaten katingan,pemerintah kabupaten katingan
288,no,badan pusat statistik kabupaten katingan,pemerintah kabupaten katingan
289,yes,pemkab katingan,pemerintah kabupaten katingan
290,no,kuningan,pemerintah kabupaten katingan
291,no,pemerintah kabupaten kepulauan aru,pemerintah kabupaten kepulauan anambas
292,yes,pemkab anambas,pemerintah kabupaten kepulauan anambas
293,no,pemkab kepulauan aru,pemerintah kabupaten kepulauan anambas
294,no,pemerintah kabupaten kepulauan sula,pemerintah kabupaten kepulauan anambas
295,no,pemkab kepulauan sula,pemerintah kabupaten kepulauan anambas
296,yes,pemerintah kabupaten anambas,pemerintah kabupaten kepulauan anambas
297,no,pemerintah kabupaten kepulauan yapen,pemerintah kabupaten kepulauan anambas
298,no,pemkab kepulauan yapen,pemerintah kabupaten kepulauan anambas
299,yes,pemkab kepulauan anambas,pemerintah kabupaten kepulauan anambas
300,no,pemerintah kabupaten lampung selatan,pemerintah kabupaten lampung timur
301,no,pemkab lampung selatan,pemerintah kabupaten lampung timur
302,no,pemerintah kota bandar lampung,pemerintah kabupaten lampung timur
303,no,pemkot bandar lampung,pemerintah kabupaten lampung timur
304,no,pemerintah provinsi lampung,pemerintah kabupaten lampung timur
