instansi,reference,status
PT Penerbitan Dan Percetakan Balai Pustaka (Persero),Penerbit dan Percetakan Mediatama,no
PT Penerbitan Dan Percetakan Balai Pustaka (Persero),PT Percetakan Gramedia Cikarang,no
PT Pengembangan Pariwisata Indonesia (Persero),ITDC,yes
PT Pengembangan Pariwisata Indonesia (Persero),Pengembangan Pariwisata Indonesia,yes
PT Pengembangan Pariwisata Indonesia (Persero),Kementerian Pariwisata dan Ekonomi Kreatif Republik Indonesia,no
PT Pengembangan Pariwisata Indonesia (Persero),PT Pengembangan Investasi Riau,no
PT Pengusahaan Daerah Industri Pulau Batam (Persero),PT PDI Batam,yes
PT Pengusahaan Daerah Industri Pulau Batam (Persero),PT Persero Batam,yes
PT Pengusahaan Daerah Industri Pulau Batam (Persero),Pemerintah Kota Batam,no
PT Pengusahaan Daerah Industri Pulau Batam (Persero),PT Kawasan Industri Jababeka Tbk,no
PT Penjaminan Infrastruktur Indonesia (Persero),PT PII,yes
PT Penjaminan Infrastruktur Indonesia (Persero),PT PII Persero,yes
PT Penjaminan Infrastruktur Indonesia (Persero),PT Penjaminan Jamkrindo Syariah,no
PT Penjaminan Infrastruktur Indonesia (Persero),PT Infrastruktur Bisnis Sejahtera,no
PT Perikanan Nusantara,PT Perinus,yes
PT Perikanan Nusantara,PT Perinus (Persero),yes
PT Perikanan Nusantara,PT Perkebunan Nusantara III,no
PT Perikanan Nusantara,PT Nusantara Compnet Integrator,no
PT Perkebunan Nusantara III,PT. Perkebunan Nusantara III (Persero),yes
PT Perkebunan Nusantara III,PTPN III,yes
PT Perkebunan Nusantara III,PT Perkebunan Nusantara IV,no
PT Perkebunan Nusantara III,PT Perikanan Nusantara,no
PT Permodalan Nasional Madani (Persero),PT PNM,yes
PT Permodalan Nasional Madani (Persero),PT PNM (Persero),yes
PT Permodalan Nasional Madani (Persero),Pemodalan Nasional Berhad,no
PT Permodalan Nasional Madani (Persero),PT Media Solusi Internasional,no
PT Pertamina (Persero),Pertamina,yes
PT Pertamina (Persero),PT Pertamina,yes
PT Pertamina (Persero),PT Pertani,no
PT Pertamina (Persero),Pertamini,no
PT Perusahaan Gas Negara (Persero) Tbk,PGN,yes
PT Perusahaan Gas Negara (Persero) Tbk,Perusahaan Gas Negara,yes
PT Perusahaan Gas Negara (Persero) Tbk,PT Perusahaan Listrik Negara (Persero) (PLN),no
PT Perusahaan Gas Negara (Persero) Tbk,PT Pertamina Gas Negara Tbk,no
PT Perusahaan Listrik Negara (Persero) (PLN),PLN,yes
PT Perusahaan Listrik Negara (Persero) (PLN),Perusahaan Listrik Negara,yes
PT Perusahaan Listrik Negara (Persero) (PLN),PT Perusahaan Gas Negara (Persero) Tbk,no
PT Perusahaan Listrik Negara (Persero) (PLN),PT Perusahaan Pengelola Aset (Persero),no
PT Pindad (Persero),Pindad,yes
PT Pindad (Persero),PT Pindad,yes
PT Pindad (Persero),PT PAL,no
PT Pindad (Persero),PT Pinus Merah Abadi,no
PT Pos Indonesia (Persero),Pos Indonesia,yes
PT Pos Indonesia (Persero),PT Pos Indonesia KC Cirebon,yes
PT Pos Indonesia (Persero),PT Pos Properti Indonesia,no
PT Pos Indonesia (Persero),PT Posco Indonesia,no
PT Pupuk Indonesia Holding Company,Pupuk Indonesia,yes
PT Pupuk Indonesia Holding Company,PT Pupuk Indonesia (Persero),yes
PT Pupuk Indonesia Holding Company,Distributor Pupuk Bersubsidi,no
PT Pupuk Indonesia Holding Company,Indonesia Holding Company,no
PT Rajawali Nusantara Indonesia,PT Rajawali Nusindo,yes
PT Rajawali Nusantara Indonesia,ID FOOD,yes
PT Rajawali Nusantara Indonesia,PT Rajawali Citra Televisi Indonesia,no
PT Rajawali Nusantara Indonesia,PT Nusantara Laju Bersama,no
PT Reasuransi Indonesia Utama (Persero),Indonesia Re,yes
PT Reasuransi Indonesia Utama (Persero),Reasuransi Indonesia Utama,yes
PT Reasuransi Indonesia Utama (Persero),PT Indonesia Utama Abadi,no
PT Reasuransi Indonesia Utama (Persero),PT Reasuransi Nasional Indonesia,no
PT Sang Hyang Seri,SHS,yes
PT Sang Hyang Seri,PT Sang Hyang Seri Cabang Sidrap,yes
PT Sang Hyang Seri,Sanghyang Heuleut,no
PT Sang Hyang Seri,PT Sang Byte Indonesia,no
PT Sarana Multi Infrastruktur (Persero) (PT SMI),PT SMI,yes
PT Sarana Multi Infrastruktur (Persero) (PT SMI),Sarana Multi Infrastruktur,yes
PT Sarana Multi Infrastruktur (Persero) (PT SMI),PT Sarana Multigriya Finansial (Persero),no
PT Sarana Multi Infrastruktur (Persero) (PT SMI),PT Multi Wahana Kencana,no
PT Sarinah (Persero),Sarinah,yes
PT Sarinah (Persero),PT Sarinah,yes
PT Sarinah (Persero),PT Sariguna Primatirta,no
PT Sarinah (Persero),PT Sarimelati Kencana,no
PT Sucofindo,PT Superintending Company of Indonesia,yes
PT Sucofindo,Sucofindo,yes
PT Sucofindo,PT Sucorinvest Asset Management,no
PT Sucofindo,PT Sucor Sekuritas,no
PT Surveyor Indonesia (Persero),Surveyor Indonesia,yes
PT Surveyor Indonesia (Persero),PTSI,yes
PT Surveyor Indonesia (Persero),PT Semen Indonesia (Persero),no
PT Surveyor Indonesia (Persero),PT Frasta Survey Indonesia,no
PT Virama Karya (Persero),PT Virama Karya (Persero) Cabang Jawa Timur,yes 
PT Virama Karya (Persero),Virama Karya Cabang Surabaya,yes 
PT Virama Karya (Persero),Virama Karya,yes 
PT Virama Karya (Persero),Virama,no
PT Virama Karya (Persero),PT Karya,no
PT Virama Karya (Persero),PT Virama Karya,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita Karya,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita Karya Cabang Bali,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita Beton Precast Tbk,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita Toll Road,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita Karya Realty,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita Karya Energi,yes 
"PT Waskita Karya (Persero), Tbk.",PT Waskita ,yes 
"PT Waskita Karya (Persero), Tbk.",PT Karya,no
"PT Waskita Karya (Persero), Tbk.",Waskita,no
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya,yes 
"PT Wijaya Karya (Persero), Tbk.",PT. WIJAYA TRIUTAMA PLYWOOD INDUSTRI,no
"PT Wijaya Karya (Persero), Tbk.",PT Wika,yes 
"PT Wijaya Karya (Persero), Tbk.",Wika,no
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Beton,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Industri Konstruksi,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Bitumen,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Bangunan Gedung,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Rekayasa Konstruksi,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Realty,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya Karya Serang Panimbang,yes 
"PT Wijaya Karya (Persero), Tbk.",PT WIKA Tirta Jaya Jatiluhur,yes 
"PT Wijaya Karya (Persero), Tbk.",PT Wijaya,no
"PT Wijaya Karya (Persero), Tbk.",PT Karya,no
"PT Wijaya Karya (Persero), Tbk.",PT. WIJAYA MACHINERY PERKASA,no
PT Yodya Karya (Persero),PT Yodya Karya,yes 
PT Yodya Karya (Persero),PT. Yodya Karya Sby,yes 
PT Yodya Karya (Persero),PT. Yodya Karya (Persero) Region I,yes 
PT Yodya Karya (Persero),PT. Yodya Karya Kupang,yes 
PT Yodya Karya (Persero),PT Yodya,yes 
PT Yodya Karya (Persero),Karya,no
PT Yodya Karya (Persero),PT Karya,no
PT Yodya Karya (Persero),Yodya,no
PT Nindya Karya,Nindya,no
PT Nindya Karya,PT Nindya,yes 
PT Nindya Karya,PT Karya,no
PT Nindya Karya,PT. Nindya Karya Wilayah IV,yes 
PT Surabaya Industrial Estate Rungkut,PT Surabaya,no
PT Surabaya Industrial Estate Rungkut,PT Industrial Estate,no
PT Surabaya Industrial Estate Rungkut,PT SIER,yes 
PT Surabaya Industrial Estate Rungkut,PT Surabaya Industrial,no
PT Kawasan Industri Lampung,PT Kawasan Industri,no
PT Kawasan Industri Lampung,PT Industri ,no
PT Kawasan Industri Lampung,PT Kawasan Industri Lampung,yes
PT Kawasan Industri Lampung,PT Kawasan Lampung,no
PT Pengembangan Armada Niaga Nasional (Persero),PT Pengembangan ,no
PT Pengembangan Armada Niaga Nasional (Persero),PT Pengmbangan Niaga,no
PT Pengembangan Armada Niaga Nasional (Persero),PT Pengmbangan Niaga Nasional,no
PT Pengembangan Armada Niaga Nasional (Persero),PT Pengembangan Armada Niaga Nasional,yes
PT Pengembangan Armada Niaga Nasional (Persero),PT PANN,yes
PT Survai Udara Penas (Persero),PT Survai,no
PT Survai Udara Penas (Persero),PT Survai Udara Penas,yes
PT Survai Udara Penas (Persero),PT Aviasi Pariwisata Indonesia,yes
PT Survai Udara Penas (Persero),Survai Udara,no
PT Kertas Kraft Aceh (Persero),PT Kertas Kraft Aceh,yes
PT Kertas Kraft Aceh (Persero),PT Aceh,no
PT Kertas Kraft Aceh (Persero),PT Kertas,no
PT Kertas Kraft Aceh (Persero),PT KKA,yes
PT Kertas Kraft Aceh (Persero),Kertas Kraft,no
PT Sarana Multigriya Finansial (Persero),PT Sarana Multigriya Finansial,yes
PT Sarana Multigriya Finansial (Persero),PT Sarana ,no
PT Sarana Multigriya Finansial (Persero),PT Sarana Finansial,no
PT Sarana Multigriya Finansial (Persero),SMF-Indonesia,yes
PT Primissima (Persero),PT Primissima ,yes
PT Primissima (Persero),Primissima Batik,yes
PT Dok Dan Perkapalan Surabaya (Persero),PT Dok Dan Perkapalan Surabaya,yes
PT Dok Dan Perkapalan Surabaya (Persero),PT DPS,yes
PT Dok Dan Perkapalan Surabaya (Persero),PT Perkapalan,no
PT Dok Dan Perkapalan Surabaya (Persero),PT Dok,no
PT Industri Kereta Api (Persero) (INKA),PT Industri Kereta Api,yes
PT Industri Kereta Api (Persero) (INKA),PT INKA,yes
PT Industri Kereta Api (Persero) (INKA),INKA,yes
PT Industri Kereta Api (Persero) (INKA),PT Kereta Api,no
PT Industri Kereta Api (Persero) (INKA),PT Industri,no
